donor,feat,dataset,recipient,n_rows,row,a_start,a_final,suppression_frac,n_cols_changed,n_suppressors,n_repairs,ablate_x1e3,patch_x1e3,patch_columns
tabicl,102,Bank_Customer_Churn,tabpfn,1,7,8.287687301635742,0.0,1.0,6,6,0,-1.7883777618408203,-8.405089378356934,credit_card|credit_score|products_number|balance|age|tenure
tabicl,104,NATICUSdroid,mitra,1,76,5.568816184997559,0.0,1.0,13,13,0,-225.05518794059753,-468.55179965496063,android.permission.CALL_PHONE|com.oppo.launcher.permission.READ_SETTINGS|android.permission.FLASHLIGHT|android.permission.SEND_SMS|android.permission.USE_CREDENTIALS|android.permission.GET_ACCOUNTS|android.permission.ACCESS_COARSE_LOCATION|com.google.android.gms.permission.ACTIVITY_RECOGNITION|android.permission.SYSTEM_ALERT_WINDOW|com.android.vending.BILLING|android.permission.READ_PROFILE|android.permission.WRITE_SETTINGS|com.sec.android.iap.permission.BILLING
tabicl,104,Amazon_employee_access,tabpfn,1,136,4.494773864746094,2.912173271179199,0.3520979344433147,3,3,0,-34.23941135406494,-31.4253568649292,MGR_ID|ROLE_FAMILY_DESC|ROLE_DEPTNAME
tabicl,104,in_vehicle_coupon_recommendation,tabpfn,1,56,3.327270746231079,0.0,1.0,4,4,0,-36.044299602508545,-56.49679899215698,has_children|occupation|education|age
tabicl,105,churn,mitra,3,144,12.438072204589844,5.870484352111816,0.5280229720852146,4,4,0,-11.009454727172852,-4.752635955810547,total_eve_charge|total_day_calls|account_length|total_night_minutes
tabicl,105,heloc,mitra,8,135,10.230483055114746,4.863415241241455,0.5246152879545621,8,8,0,-117.54143238067627,-61.76072359085083,AverageMInFile|NumInstallTradesWBalance|MSinceOldestTradeOpen|NumTradesOpeninLast12M|NetFractionRevolvingBurden|PercentInstallTrades|MSinceMostRecentDelq|NumTotalTrades
tabicl,105,Amazon_employee_access,mitra,6,61,8.155698776245117,0.0,1.0,5,5,0,-2.4259090423583984,-2.876877784729004,ROLE_TITLE|RESOURCE|ROLE_FAMILY_DESC|ROLE_ROLLUP_2|ROLE_ROLLUP_1
tabicl,107,Amazon_employee_access,tabpfn,16,95,14.008598327636719,6.927619934082031,0.5054737260604476,4,4,0,-9.794831275939941,-5.029559135437012,ROLE_FAMILY|ROLE_ROLLUP_2|ROLE_TITLE|ROLE_FAMILY_DESC
tabicl,107,hazelnut-spread-contaminant-detection,mitra,9,128,10.669496536254883,7.400164604187012,0.3064185756993033,15,15,0,-17.30746030807495,-4.363358020782471,s64|s36|s52|s63|s61|s51|s23|s62|s12|s32|s13|s46|s53|s56|s31
tabicl,107,students_dropout_and_academic_success,mitra,8,172,12.58620548248291,8.392627716064453,0.33318840791650417,5,5,0,-28.904438018798828,-8.991986513137817,Fathers_qualification|Mothers_occupation|Nationality|Unemployment_rate|GDP
tabicl,108,in_vehicle_coupon_recommendation,mitra,3,25,10.550237655639648,6.517425537109375,0.38224846208791574,3,3,0,-18.434762954711914,-7.345736026763916,income|Bar|gender
tabicl,108,kddcup09_appetency,mitra,3,149,13.120677947998047,10.914464950561523,0.16814778978498954,10,10,0,-1.3577938079833984,-0.21797418594360352,Var115|Var223|Var34|Var193|Var73|Var189|Var188|Var57|Var204|Var113
tabicl,108,taiwanese_bankruptcy_prediction,mitra,2,194,8.428183555603027,4.88880729675293,0.4199453222037544,17,17,0,-3.9075613021850586,-1.5046000480651855,Working_Capital_to_Equity|Allocation_Rate_Per_Person|Operating_Gross_Margin|R&D_Expense_Rate|Inventory_Turnover_Rate|Realized_Sales_Gross_Profit_Growth_Rate|Total_Assets_to_GNP_Price|Cash_to_Total_Assets|Interest_Expense_Ratio|Total_Expense_to_Assets|Gross_Profit_to_Sales|Working_Capital_to_Total_Assets|ROA_B_Before_Interest_Depreciation_After_Tax|Operating_Profit_to_PaidIn_Capital|Equity_to_Liability|Cash_Flow_to_Liability|Total_Income_to_Total_Expense
tabicl,112,website_phishing,mitra,1,38,5.414374351501465,2.982771158218384,0.449101416973278,2,2,0,80.3881287574768,43.61051321029663,web_traffic|URL_of_Anchor
tabicl,112,Bank_Customer_Churn,mitra,1,159,1.7440770864486694,0.0,1.0,4,2,2,12.110263109207153,-11.911869049072266,age|credit_score|credit_card|balance
tabicl,112,GiveMeSomeCredit,mitra,1,157,4.943148612976074,0.0,1.0,4,3,1,-16.317814588546753,51.84578895568848,MonthlyIncome|NumberOfOpenCreditLinesAndLoans|NumberOfTimes90DaysLate|DebtRatio
tabicl,116,Diabetes130US,tabpfn,1,21,8.6580810546875,0.0,1.0,7,7,0,0.5171298980712891,0.9767413139343262,diag_3|A1Cresult|glimepiride|max_glu_serum|num_medications|num_lab_procedures|time_in_hospital
tabicl,116,jm1,mitra,1,18,7.1983795166015625,1.7090976238250732,0.7625718927595585,6,6,0,-43.6711311340332,-5.483865737915039,lOComment|uniq_Op|v(g)|iv(g)|branchCount|l
tabicl,116,APSFailure,mitra,1,178,4.697666168212891,3.9347405433654785,0.1624052449724515,16,16,0,-163.54350000619888,-138.593852519989,ca_000|cn_006|di_000|cq_000|bh_000|br_000|az_000|ee_006|ba_003|bx_000|ct_000|ag_005|ba_007|bn_000|ci_000|ax_000
tabicl,117,anneal,tabdpt,6,48,5.209630489349365,0.0,1.0,5,5,0,-3.4557580947875977,-3.13568115234375,hardness|width|cbond|non-ageing|len
tabicl,117,kddcup09_appetency,tabpfn,1,31,6.317310333251953,3.7240447998046875,0.4105015262266424,10,10,0,-1.0398030281066895,-0.5147457122802734,Var153|Var211|Var113|Var225|Var124|Var149|Var78|Var28|Var134|Var94
tabicl,117,Amazon_employee_access,tabpfn,1,20,5.189391136169434,0.0,1.0,4,4,0,-276.0215103626251,-140.75952768325806,ROLE_ROLLUP_1|MGR_ID|ROLE_ROLLUP_2|ROLE_TITLE
tabicl,120,Amazon_employee_access,mitra,1,151,13.924030303955078,3.2622995376586914,0.7657072365942751,6,6,0,9.548366069793701,6.6947340965271,RESOURCE|ROLE_ROLLUP_2|ROLE_DEPTNAME|ROLE_TITLE|ROLE_FAMILY|ROLE_FAMILY_DESC
tabicl,120,in_vehicle_coupon_recommendation,mitra,1,43,15.053025245666504,12.095176696777344,0.19649528919382314,5,5,0,-70.42157649993896,-11.039912700653076,CoffeeHouse|has_children|age|temperature|CarryAway
tabicl,120,Bank_Customer_Churn,mitra,1,147,10.983575820922852,1.6744139194488525,0.8475529329656718,7,7,0,-88.64715695381165,-72.67379760742188,credit_score|tenure|balance|gender|active_member|age|country
tabicl,127,bank-marketing,tabpfn,6,188,10.093605041503906,4.78572416305542,0.5258657195940405,4,4,0,-40.0390625,-22.845283150672913,job|housing|age|balance
tabicl,127,GiveMeSomeCredit,tabdpt,1,178,10.170463562011719,4.775632858276367,0.5304409844095891,4,4,0,58.816492557525635,31.275644898414612,NumberOfTimes90DaysLate|DebtRatio|NumberRealEstateLoansOrLines|NumberOfOpenCreditLinesAndLoans
tabicl,127,Diabetes130US,mitra,11,97,6.641969680786133,4.847423076629639,0.2701828960989919,7,7,0,-0.07873773574829102,0.03904104232788086,diag_1|diag_3|diag_2|insulin|num_procedures|num_medications|num_lab_procedures
tabicl,129,website_phishing,tabpfn,1,117,2.419769287109375,0.0,1.0,2,2,0,-481.09108209609985,-474.3189811706543,URL_Length|having_IP_Address
tabicl,129,APSFailure,tabdpt,1,66,1.3770323991775513,0.0,1.0,3,3,0,-0.24306774139404297,-0.21642446517944336,cu_000|az_009|az_003
tabicl,129,in_vehicle_coupon_recommendation,tabpfn,1,99,2.3595685958862305,0.0,1.0,4,4,0,-35.16054153442383,-54.10856008529663,RestaurantLessThan20|Restaurant20To50|income|occupation
tabicl,13,Amazon_employee_access,tabpfn,6,18,8.55813980102539,0.9133423566818237,0.8932779344674421,3,3,0,-15.939638018608093,-14.675386250019073,ROLE_TITLE|ROLE_FAMILY_DESC|ROLE_FAMILY
tabicl,13,splice,mitra,1,52,3.8432693481445312,2.634735345840454,0.31445467200667004,5,5,0,-159.6023440361023,-46.51188850402832,position_-17|position_7|position_16|position_24|position_25
tabicl,13,students_dropout_and_academic_success,tabpfn,1,63,4.509269714355469,0.0,1.0,14,9,5,-35.400390625,-35.64453125,Displaced|Fathers_qualification|Unemployment_rate|Curricular_units_1st_sem_enrolled|Curricular_units_2nd_sem_credited|Curricular_units_2nd_sem_enrolled|Curricular_units_1st_sem_without_evaluations|Educational_special_needs|Scholarship_holder|Curricular_units_1st_sem_grade|Previous_qualification_grade|Inflation_rate|GDP|Curricular_units_2nd_sem_grade
tabicl,130,anneal,tabdpt,13,36,5.709456920623779,0.0,1.0,6,6,0,-0.6889104843139648,-1.261591911315918,width|bore|oil|lustre|steel|thick
tabicl,130,Amazon_employee_access,tabpfn,1,136,3.072669267654419,0.0,1.0,1,1,0,-43.02847385406494,-38.174331188201904,ROLE_DEPTNAME
tabicl,131,Amazon_employee_access,tabpfn,3,159,6.807519912719727,1.5174156427383423,0.7770971422495468,4,4,0,-0.1907944679260254,-2.3372769355773926,ROLE_DEPTNAME|ROLE_TITLE|ROLE_FAMILY_DESC|ROLE_FAMILY
tabicl,131,anneal,tabdpt,23,38,6.998376846313477,0.8226879239082336,0.8824458953876427,4,4,0,-2.871394157409668,-3.3632516860961914,bl|thick|len|width
tabicl,131,students_dropout_and_academic_success,tabpfn,1,63,10.83808422088623,7.349724292755127,0.32186130473212543,6,6,0,10.049521923065186,1.220703125,Course|Curricular_units_1st_sem_without_evaluations|Inflation_rate|Application_order|GDP|Admission_grade
tabicl,135,seismic-bumps,mitra,3,168,8.969970703125,0.0,1.0,4,4,0,16.293764114379883,16.339004039764404,nbumps2|energy|ghazard|maxenergy
tabicl,135,NATICUSdroid,mitra,1,175,3.460645914077759,0.0,1.0,8,8,0,-113.2860779762268,-66.93792343139648,android.permission.CHANGE_NETWORK_STATE|com.google.android.gms.permission.ACTIVITY_RECOGNITION|me.everything.badger.permission.BADGE_COUNT_WRITE|samsung.providers.context.WRITE_USE_APP_FEATURE_SURVEY|android.permission.AUTHENTICATE_ACCOUNTS|android.permission.WRITE_SETTINGS|android.permission.ACCESS_WIFI_STATE|android.permission.READ_PROFILE
tabicl,135,website_phishing,mitra,1,38,1.5349938869476318,0.0,1.0,2,2,0,-76.03669166564941,-78.79114151000977,web_traffic|Request_URL
tabicl,140,website_phishing,tabpfn,3,71,4.448141098022461,2.3909754753112793,0.46247760072758237,5,5,0,-180.20981550216675,-178.74503135681152,having_IP_Address|Request_URL|SFH|SSLfinal_State|URL_of_Anchor
tabicl,140,splice,tabdpt,3,107,0.624319314956665,0.0,1.0,1,1,0,-3.985583782196045,-3.982841968536377,position_-30
tabicl,141,splice,tabdpt,1,174,1.5628130435943604,0.0,1.0,5,5,0,27.441203594207764,78.51630449295044,position_18|position_-15|position_19|position_-28|position_-26
tabicl,141,website_phishing,tabpfn,1,117,1.5400128364562988,0.0,1.0,1,1,0,-457.6564431190491,-453.26244831085205,SSLfinal_State
tabicl,141,anneal,tabdpt,1,55,2.1738393306732178,0.0,1.0,3,3,0,-1.9127726554870605,-2.06071138381958,packing|condition|len
tabicl,142,MIC,tabpfn,1,31,4.139021873474121,1.699585199356079,0.5893751588392746,15,15,0,-191.00898504257202,-187.93898820877075,NA_R_1_n|TRENT_S_n|np_08|np_01|NOT_NA_KB|np_04|nr_01|ritm_ecg_p_07|GIPER_NA|n_p_ecg_p_10|ritm_ecg_p_02|endocr_03|IBS_POST|n_p_ecg_p_03|FK_STENOK
tabicl,142,website_phishing,tabpfn,2,70,4.457990646362305,0.0,1.0,2,2,0,-155.337393283844,-64.33093547821045,Request_URL|SFH
tabicl,142,anneal,tabdpt,2,42,6.129029273986816,0.9483610391616821,0.8452673340643401,3,3,0,-3.339231014251709,-3.3315420150756836,bl|width|thick
tabicl,145,anneal,tabdpt,6,69,1.4459680318832397,0.0,1.0,1,1,0,-1.8860101699829102,-2.1292567253112793,len
tabicl,145,splice,tabdpt,3,174,1.7452223300933838,0.0,1.0,9,9,0,40.669143199920654,134.4156265258789,position_27|position_8|position_6|position_-21|position_-27|position_-20|position_-7|position_-28|position_9
tabicl,145,Amazon_employee_access,tabpfn,1,137,1.4113478660583496,0.0,1.0,2,2,0,-15.895605087280273,-17.271697521209717,RESOURCE|ROLE_FAMILY_DESC
tabicl,147,taiwanese_bankruptcy_prediction,mitra,1,147,5.120067596435547,3.5442519187927246,0.3077724361959328,16,16,0,22.268831729888916,7.566630840301514,Working_Capital_to_Total_Assets|Net_Income_to_Stockholders_Equity|Contingent_Liabilities_to_Net_Worth|Cash_Flow_Rate|Tax_Rate_A|NoCredit_Interval|Quick_Ratio|Debt_Ratio_Percent|Gross_Profit_to_Sales|ROA_B_Before_Interest_Depreciation_After_Tax|Fixed_Assets_Turnover_Frequency|Cash_Flow_to_Equity|ROA_A_Before_Interest_After_Tax|Cash_Reinvestment_Percent|LongTerm_Fund_Suitability_Ratio_A|Allocation_Rate_Per_Person
tabicl,147,kddcup09_appetency,tabpfn,2,54,5.073363304138184,2.3940978050231934,0.5281044030356741,11,11,0,-3.3498406410217285,-1.2229681015014648,Var199|Var227|Var126|Var144|Var38|Var161|Var133|Var160|Var195|Var134|Var76
tabicl,147,splice,tabdpt,2,107,2.7966408729553223,0.0,1.0,4,4,0,4.0535032749176025,-4.002511501312256,position_25|position_-3|position_4|position_-25
tabicl,149,anneal,tabdpt,16,36,2.066666603088379,0.0,1.0,4,4,0,-0.796198844909668,-0.5804300308227539,width|cbond|bw_me|lustre
tabicl,149,online_shoppers_intention,tabpfn,1,194,2.555039882659912,0.0,1.0,5,5,0,-70.32537460327148,-60.89359521865845,PageValues|ProductRelated|OperatingSystems|Administrative_Duration|ProductRelated_Duration
tabicl,149,in_vehicle_coupon_recommendation,tabpfn,1,15,2.3034796714782715,0.0,1.0,3,3,0,-33.105552196502686,-25.000929832458496,CarryAway|passenger|occupation
tabicl,158,anneal,tabdpt,30,69,3.953066825866699,2.4449915885925293,0.38149500216038684,2,2,0,-2.0390748977661133,-2.274930477142334,len|width
tabicl,158,online_shoppers_intention,tabpfn,3,191,6.854876518249512,2.2536368370056152,0.6712359688747372,9,9,0,-1.5524029731750488,-3.7021636962890625,TrafficType|BounceRates|Weekend|Informational|OperatingSystems|ProductRelated|Administrative|Administrative_Duration|ProductRelated_Duration
tabicl,158,Amazon_employee_access,tabpfn,1,159,4.571501731872559,1.4438449144363403,0.6841639795584373,3,3,0,-0.8278489112854004,-6.066083908081055,ROLE_DEPTNAME|ROLE_TITLE|MGR_ID
tabicl,160,churn,tabdpt,1,40,3.5884876251220703,2.0730204582214355,0.4223136109739497,9,9,0,15.48856496810913,8.7432861328125,total_eve_calls|state|total_night_charge|total_day_calls|total_night_calls|total_intl_calls|total_night_minutes|total_eve_minutes|total_eve_charge
tabicl,160,Fitness_Club,mitra,1,12,3.7815780639648438,2.3973097801208496,0.3660557207677052,1,1,0,-7.756531238555908,-7.0261359214782715,category
tabicl,160,website_phishing,tabpfn,4,71,4.142020225524902,1.7340565919876099,0.5813500423533399,3,3,0,-209.0737819671631,-147.3062038421631,having_IP_Address|SFH|SSLfinal_State
tabicl,17,Amazon_employee_access,mitra,2,57,5.815446853637695,1.8783233165740967,0.677011352034081,4,4,0,6.011664867401123,4.597723484039307,ROLE_FAMILY|ROLE_FAMILY_DESC|MGR_ID|ROLE_DEPTNAME
tabicl,17,in_vehicle_coupon_recommendation,tabpfn,4,45,6.1895952224731445,2.4496686458587646,0.6042279732664064,6,6,0,-9.763240814208984,-6.170809268951416,Restaurant20To50|expiration|has_children|age|occupation|CarryAway
tabicl,17,NATICUSdroid,mitra,1,77,5.756298065185547,4.168120861053467,0.27590253078405996,10,10,0,86.35193109512329,24.45197105407715,android.permission.WAKE_LOCK|android.permission.DISABLE_KEYGUARD|android.permission.SEND_SMS|android.permission.BROADCAST_STICKY|android.permission.CAMERA|android.permission.VIBRATE|android.permission.ACCESS_LOCATION_EXTRA_COMMANDS|android.permission.RECEIVE_USER_PRESENT|android.permission.MOUNT_UNMOUNT_FILESYSTEMS|android.permission.READ_SMS
tabicl,170,Bank_Customer_Churn,mitra,1,159,2.5419840812683105,0.0,1.0,4,3,1,-57.46123194694519,-43.29219460487366,country|credit_score|tenure|age
tabicl,170,HR_Analytics_Job_Change_of_Data_Scientists,mitra,1,135,1.8923578262329102,0.0,1.0,2,1,1,-32.57131576538086,13.517141342163086,training_hours|experience
tabicl,170,anneal,tabdpt,12,48,2.7626943588256836,0.0,1.0,4,4,0,-4.911601543426514,-10.528743267059326,hardness|width|len|thick
tabicl,172,online_shoppers_intention,tabpfn,1,124,4.871467113494873,3.13930344581604,0.3555733062182471,5,5,0,-18.26578378677368,-5.571246147155762,Region|ExitRates|Administrative_Duration|Browser|TrafficType
tabicl,172,credit-g,tabpfn,2,88,7.929229736328125,0.8648214936256409,0.8909324710742808,8,8,0,-38.22821378707886,-32.01496601104736,age_years|duration_months|credit_amount|other_debtors|existing_credits_count|job|checking_status|credit_purpose
tabicl,172,hazelnut-spread-contaminant-detection,mitra,1,88,3.915565252304077,2.1745781898498535,0.44463237113204956,15,15,0,-41.47017002105713,-15.867888927459717,s54|s52|s32|s46|s16|s61|s13|s42|s25|s35|s53|s63|s31|s14|s65
tabicl,174,anneal,tabdpt,1,24,2.28016996383667,0.0,1.0,2,2,0,-2.7928948402404785,-2.8492212295532227,bf|thick
tabicl,175,HR_Analytics_Job_Change_of_Data_Scientists,mitra,1,151,4.166594505310059,2.235720157623291,0.4634178692517334,3,3,0,-48.840492963790894,-20.601093769073486,city|enrolled_university|experience
tabicl,175,splice,mitra,1,152,5.653793811798096,1.7068674564361572,0.6981022808305568,7,7,0,2.093374729156494,1.6769766807556152,position_-2|position_-8|position_24|position_-27|position_-23|position_-30|position_-21
tabicl,175,students_dropout_and_academic_success,mitra,4,183,2.6018567085266113,0.0,1.0,13,5,8,-8.42621922492981,19.63016390800476,Admission_grade|Curricular_units_2nd_sem_without_evaluations|Scholarship_holder|Curricular_units_1st_sem_credited|Application_mode|Inflation_rate|Curricular_units_1st_sem_grade|Fathers_occupation|Unemployment_rate|Daytimeevening_attendance|GDP|Age_at_enrollment|Curricular_units_2nd_sem_grade
tabicl,176,anneal,tabdpt,29,32,6.178860664367676,2.041199207305908,0.6696479629202323,4,4,0,-0.29289722442626953,-0.2657771110534668,width|thick|hardness|len
tabicl,176,credit-g,tabpfn,1,15,4.421465873718262,0.7878645658493042,0.8218091944274707,3,3,0,-5.3694844245910645,-4.589557647705078,age_years|credit_amount|job
tabicl,176,online_shoppers_intention,tabpfn,2,194,3.233816623687744,0.0,1.0,4,4,0,-71.33567333221436,-75.83224773406982,Administrative|SpecialDay|BounceRates|TrafficType
tabicl,177,anneal,tabdpt,6,82,4.285578727722168,0.0,1.0,3,3,0,-1.4983415603637695,-2.1191835403442383,bt|width|bw_me
tabicl,177,website_phishing,tabpfn,2,70,3.321150064468384,2.0983657836914062,0.3681809785890264,1,1,0,-177.0038604736328,-226.52119398117065,having_IP_Address
tabicl,177,splice,tabdpt,2,16,2.6022913455963135,0.0,1.0,6,6,0,-0.1475214958190918,-0.18829107284545898,position_12|position_-11|position_4|position_-6|position_-3|position_6
tabicl,180,anneal,tabdpt,23,72,4.8894548416137695,0.0,1.0,3,3,0,-2.5220513343811035,-2.0855069160461426,len|thick|width
tabicl,180,MIC,tabdpt,3,139,6.313800811767578,1.8594379425048828,0.7054962616116608,8,8,0,-2.1747350692749023,-2.2588372230529785,zab_leg_06|n_p_ecg_p_01|zab_leg_02|post_im|TRENT_S_n|GT_POST|MP_TP_POST|S_AD_ORIT
tabicl,180,online_shoppers_intention,tabpfn,1,194,5.92875862121582,1.2632286548614502,0.7869320146816168,9,9,0,-66.02120399475098,-74.15449619293213,Administrative|Month|ProductRelated|SpecialDay|Browser|ExitRates|BounceRates|ProductRelated_Duration|Administrative_Duration
tabicl,181,splice,mitra,1,198,3.4277873039245605,1.9441522359848022,0.43282588340329836,12,12,0,-216.87865257263184,-206.0529589653015,position_9|position_18|position_-20|position_-9|position_10|position_17|position_-8|position_-25|position_-14|position_29|position_30|position_-26
tabicl,181,students_dropout_and_academic_success,tabpfn,1,107,6.66119384765625,1.8226134777069092,0.7263833601917773,9,9,0,-66.13683700561523,-39.1845703125,Mothers_qualification|Curricular_units_2nd_sem_evaluations|GDP|Application_mode|Curricular_units_2nd_sem_credited|Fathers_occupation|Mothers_occupation|Marital_status|Curricular_units_1st_sem_grade
tabicl,181,anneal,tabdpt,27,24,5.934147834777832,3.013296365737915,0.4922107689872324,4,4,0,-2.379477024078369,-3.582477569580078,len|thick|bf|bt
tabicl,184,hiva_agnostic,tabpfn,4,14,3.60664963722229,0.0,1.0,11,11,0,4.519224166870117,4.533946514129639,molecule_structure_property_1568|molecule_structure_property_1573|molecule_structure_property_341|molecule_structure_property_502|molecule_structure_property_109|molecule_structure_property_1172|molecule_structure_property_396|molecule_structure_property_777|molecule_structure_property_644|molecule_structure_property_551|molecule_structure_property_406
tabicl,186,anneal,tabdpt,3,36,3.4534120559692383,0.0,1.0,4,4,0,-0.6478428840637207,-0.5532503128051758,bt|bore|lustre|steel
tabicl,186,splice,tabdpt,1,174,1.6497776508331299,0.0,1.0,5,5,0,27.441203594207764,34.09838676452637,position_11|position_-12|position_23|position_-15|position_10
tabicl,19,jm1,mitra,1,122,4.670304298400879,2.992628812789917,0.35922187900805547,9,9,0,12.824773788452148,-6.021738052368164,total_Opnd|total_Op|l|d|lOCode|b|n|v|e
tabicl,19,Amazon_employee_access,tabpfn,3,142,5.984719276428223,0.0,1.0,2,2,0,-3.317534923553467,-7.3108673095703125,RESOURCE|ROLE_DEPTNAME
tabicl,19,heloc,mitra,1,111,3.189126968383789,1.6161143779754639,0.4932423845155055,3,3,0,-4.269242286682129,-9.797751903533936,NumSatisfactoryTrades|NumTotalTrades|MSinceOldestTradeOpen
tabicl,193,hazelnut-spread-contaminant-detection,mitra,1,187,3.890850067138672,0.0,1.0,15,15,0,-34.615159034729004,-22.959470748901367,s35|s65|s25|s51|s45|s31|s23|s64|s61|s46|s54|s62|s12|s43|s41
tabicl,193,splice,tabdpt,4,174,0.9717508554458618,0.0,1.0,2,2,0,34.116268157958984,60.00930070877075,position_-28|position_19
tabicl,193,in_vehicle_coupon_recommendation,tabpfn,2,99,3.4551162719726562,0.9967315196990967,0.7115201222649375,3,3,0,-36.03774309158325,-36.92358732223511,CoffeeHouse|Bar|time
tabicl,196,splice,mitra,1,198,2.248671770095825,0.0,1.0,11,11,0,-262.7871632575989,-235.02355813980103,position_-18|position_11|position_-12|position_21|position_30|position_12|position_-14|position_16|position_25|position_20|position_24
tabicl,196,heloc,mitra,1,111,3.2623181343078613,0.0,1.0,5,5,0,-28.18155288696289,-10.721266269683838,AverageMInFile|NumRevolvingTradesWBalance|NumTotalTrades|PercentInstallTrades|PercentTradesWBalance
tabicl,196,website_phishing,tabpfn,2,70,1.6694952249526978,1.0465872287750244,0.37311157700095987,1,1,0,-142.38566160202026,-267.0081853866577,having_IP_Address
tabicl,198,students_dropout_and_academic_success,mitra,1,150,3.4870963096618652,0.0,1.0,7,7,0,-1.9376873970031738,-2.5275349617004395,Curricular_units_1st_sem_grade|Displaced|Admission_grade|Fathers_qualification|Application_mode|Scholarship_holder|Gender
tabicl,198,jm1,mitra,1,131,2.007901191711426,0.0,1.0,2,2,0,-4.002422094345093,46.93615436553955,locCodeAndComment|branchCount
tabicl,198,anneal,tabdpt,5,26,4.052463054656982,1.4654067754745483,0.6383910832226979,3,3,0,-2.5405287742614746,-2.462148666381836,width|len|steel
tabicl,204,splice,tabdpt,4,15,3.1194052696228027,0.0,1.0,6,6,0,-0.5440711975097656,-0.4558563232421875,position_-20|position_-5|position_25|position_-19|position_-6|position_-12
tabicl,204,anneal,tabdpt,6,74,3.9442834854125977,2.166107177734375,0.45082365764392157,2,2,0,-3.50266695022583,-3.191828727722168,thick|len
tabicl,204,MIC,tabdpt,3,131,2.213247299194336,0.0,1.0,4,4,0,-1.0986924171447754,-1.1917948722839355,ANT_CA_S_n|endocr_03|INF_ANAM|FK_STENOK
tabicl,208,kddcup09_appetency,mitra,1,117,5.156876564025879,4.528146266937256,0.12192075751330081,6,6,0,3.7177205085754395,0.48291683197021484,Var160|Var153|Var200|Var74|Var133|Var76
tabicl,208,bank-marketing,tabpfn,1,135,6.450494766235352,0.0,1.0,5,5,0,-3.474414348602295,-3.9060115814208984,poutcome|age|previous|education|contact
tabicl,208,hazelnut-spread-contaminant-detection,mitra,2,55,5.0465192794799805,1.0342278480529785,0.7950611518996217,17,17,0,78.85366678237915,66.54870510101318,s12|s52|s14|s35|s62|s21|s45|s54|s65|s63|s34|s61|s13|s31|s56|s64|s32
tabicl,213,kddcup09_appetency,mitra,1,88,7.955646514892578,5.600656032562256,0.2960149722491939,6,6,0,-0.37157535552978516,-0.10800361633300781,Var140|Var226|Var23|Var149|Var109|Var134
tabicl,213,Fitness_Club,mitra,4,33,4.104705333709717,1.9876441955566406,0.5157644620106594,3,3,0,-4.74172830581665,-4.409730434417725,category|months_as_member|weight
tabicl,213,splice,tabdpt,15,199,5.25099515914917,4.089235305786133,0.22124565309088565,4,4,0,9.394407272338867,3.3221840858459473,position_-25|position_-3|position_-1|position_9
tabicl,216,jm1,mitra,5,141,11.641862869262695,10.011584281921387,0.14003588649421686,13,13,0,31.31699562072754,3.2007694244384766,lOComment|i|d|total_Opnd|uniq_Op|n|total_Op|l|loc|b|e|v|t
tabicl,216,churn,mitra,1,58,10.265724182128906,5.600765228271484,0.454420834915711,10,10,0,9.982585906982422,8.1520676612854,number_vmail_messages|total_eve_minutes|total_night_calls|total_intl_calls|total_day_charge|account_length|total_intl_minutes|total_intl_charge|total_day_minutes|total_eve_charge
tabicl,216,credit_card_clients_default,mitra,3,18,7.746791839599609,2.2731964588165283,0.7065628577759723,11,11,0,-14.225423336029053,-14.745354652404785,LIMIT_BAL|BILL_AMT2|BILL_AMT5|PAY_AMT6|PAY_AMT4|PAY_AMT2|BILL_AMT3|PAY_AMT5|BILL_AMT4|AGE|PAY_AMT3
tabicl,217,credit_card_clients_default,tabdpt,1,113,15.744641304016113,13.19498062133789,0.1619383149762745,5,5,0,23.39756488800049,0.0,PAY_AMT1|BILL_AMT1|PAY_AMT2|LIMIT_BAL|PAY_AMT5
tabicl,217,heloc,mitra,6,135,10.345370292663574,1.8399697542190552,0.8221455876234928,7,7,0,-49.066245555877686,-40.358543395996094,NumInqLast6M|MSinceMostRecentTradeOpen|MaxDelq2PublicRecLast12M|NumInstallTradesWBalance|NetFractionRevolvingBurden|ExternalRiskEstimate|MSinceOldestTradeOpen
tabicl,217,HR_Analytics_Job_Change_of_Data_Scientists,mitra,5,197,8.9938383102417,6.102424621582031,0.32148828886184017,1,1,0,41.49281978607178,17.318785190582275,training_hours
tabicl,224,students_dropout_and_academic_success,tabpfn,1,148,5.098722457885742,1.6409728527069092,0.6781599966931007,10,10,0,1.7995834350585938,-12.847065925598145,Fathers_occupation|Age_at_enrollment|Inflation_rate|Displaced|Course|Unemployment_rate|Mothers_occupation|GDP|Previous_qualification_grade|Curricular_units_2nd_sem_evaluations
tabicl,224,anneal,tabdpt,30,17,2.9698729515075684,0.0,1.0,2,2,0,-4.079043865203857,-7.963240146636963,lustre|steel
tabicl,224,NATICUSdroid,tabdpt,2,147,4.9512176513671875,0.0,1.0,5,5,0,-0.051975250244140625,0.11682510375976562,android.permission.SYSTEM_ALERT_WINDOW|android.permission.READ_SMS|android.permission.RECEIVE_BOOT_COMPLETED|android.permission.FLASHLIGHT|com.google.android.providers.gsf.permission.READ_GSERVICES
