dataset,model_a,model_b,dim_a,dim_b,cka_score,mean_cosine_sim,procrustes_distance
tabarena_seismic-bumps,mitra,tabpfn,512,192,0.9410282269351289,0.6500914096832275,0.46041029691696167
tabarena_splice,mitra,tabpfn,512,192,0.7927630125064858,-0.0855812281370163,0.5075762867927551
tabarena_students_dropout_and_academic_success,mitra,tabpfn,512,192,0.8844514022903598,-0.3159567415714264,0.472030907869339
tabarena_superconductivity,mitra,tabpfn,512,192,0.6767709412248972,0.3238709270954132,0.7698475122451782
tabarena_taiwanese_bankruptcy_prediction,mitra,tabpfn,512,192,0.7950261523777308,0.293392539024353,0.5459786653518677
tabarena_website_phishing,mitra,tabpfn,512,192,0.9343123442111573,0.5862727165222168,0.42374828457832336
tabarena_wine_quality,mitra,tabpfn,512,192,0.8742441734343603,0.5425703525543213,0.5389015674591064
tabarena_APSFailure,tabicl,tabpfn,512,192,0.8382098560256713,0.6383573412895203,0.520592451095581
tabarena_Amazon_employee_access,tabicl,tabpfn,512,192,0.4457607969382787,-0.14355917274951935,0.8433572053909302
tabarena_Another-Dataset-on-used-Fiat-500,tabicl,tabpfn,512,192,0.718702484795404,0.28859779238700867,0.750594437122345
tabarena_Bank_Customer_Churn,tabicl,tabpfn,512,192,0.7196820270764588,0.35832422971725464,0.6734721064567566
tabarena_Bioresponse,tabicl,tabpfn,512,192,0.694389153681648,0.04861869290471077,0.6941348314285278
tabarena_Diabetes130US,tabicl,tabpfn,512,192,0.32048740464333775,0.20964622497558594,0.9607973098754883
tabarena_E-CommereShippingData,tabicl,tabpfn,512,192,0.9325768192777917,0.6821534633636475,0.36269059777259827
tabarena_Fitness_Club,tabicl,tabpfn,512,192,0.7660990090664344,0.4828869104385376,0.6107770204544067
tabarena_Food_Delivery_Time,tabicl,tabpfn,512,192,0.4345822120167883,-0.16456672549247742,0.8974084854125977
tabarena_GiveMeSomeCredit,tabicl,tabpfn,512,192,0.9167053333692172,0.48386040329933167,0.5081709027290344
tabarena_HR_Analytics_Job_Change_of_Data_Scientists,tabicl,tabpfn,512,192,0.6579635272344574,0.3917647898197174,0.693108081817627
tabarena_Is-this-a-good-customer,tabicl,tabpfn,512,192,0.6613117282788717,0.2060062438249588,0.7386317849159241
tabarena_MIC,tabicl,tabpfn,512,192,0.8061921948260117,0.16601963341236115,0.5808526277542114
tabarena_Marketing_Campaign,tabicl,tabpfn,512,192,0.38720828353422004,-0.2093759924173355,0.8573651313781738
tabarena_NATICUSdroid,tabicl,tabpfn,512,192,0.8548110562618666,0.5643882155418396,0.4814321994781494
tabarena_QSAR-TID-11,tabicl,tabpfn,512,192,0.46163059138171375,-0.07841766625642776,0.8545247316360474
tabarena_QSAR_fish_toxicity,tabicl,tabpfn,512,192,0.5650478251005857,0.18425792455673218,0.7323933243751526
tabarena_SDSS17,tabicl,tabpfn,512,192,0.7587689366201499,0.19432587921619415,0.5301720499992371
tabarena_airfoil_self_noise,tabicl,tabpfn,512,192,0.38779426067094286,-0.09282189607620239,0.8321864604949951
tabarena_anneal,tabicl,tabpfn,512,192,0.6497730894533078,0.11484923958778381,0.5793938636779785
tabarena_bank-marketing,tabicl,tabpfn,512,192,0.6443557237844447,-0.337798148393631,0.7653414607048035
tabarena_blood-transfusion-service-center,tabicl,tabpfn,512,192,0.6383212576236954,0.42639896273612976,0.7289869785308838
tabarena_churn,tabicl,tabpfn,512,192,0.8417533832169305,0.5587997436523438,0.5413067936897278
tabarena_coil2000_insurance_policies,tabicl,tabpfn,512,192,0.7616533409604251,0.2785891592502594,0.6751042008399963
tabarena_concrete_compressive_strength,tabicl,tabpfn,512,192,0.4694265179562719,0.10555576533079147,0.8035396933555603
tabarena_credit-g,tabicl,tabpfn,512,192,0.6487029671293368,0.3188857138156891,0.723427951335907
tabarena_credit_card_clients_default,tabicl,tabpfn,512,192,0.5945261483746798,0.1286376565694809,0.6553385257720947
tabarena_customer_satisfaction_in_airline,tabicl,tabpfn,512,192,0.2823780674392235,-0.14267361164093018,0.8755061030387878
tabarena_diabetes,tabicl,tabpfn,512,192,0.6050196781931503,0.24653825163841248,0.6793302297592163
tabarena_diamonds,tabicl,tabpfn,512,192,0.6854644194482765,0.35564175248146057,0.7203304767608643
tabarena_hazelnut-spread-contaminant-detection,tabicl,tabpfn,512,192,0.7287448408223004,0.45467647910118103,0.5855007171630859
tabarena_healthcare_insurance_expenses,tabicl,tabpfn,512,192,0.44118661104859813,0.04758084937930107,0.8361436128616333
tabarena_heloc,tabicl,tabpfn,512,192,0.3563785417406603,0.11672215163707733,0.8005633354187012
tabarena_hiva_agnostic,tabicl,tabpfn,512,192,0.2503067982780816,0.03688766807317734,0.9978721737861633
tabarena_houses,tabicl,tabpfn,512,192,0.7597697696775128,0.20132161676883698,0.6376003623008728
tabarena_in_vehicle_coupon_recommendation,tabicl,tabpfn,512,192,0.42791429102266615,-0.07223385572433472,0.8203655481338501
tabarena_jm1,tabicl,tabpfn,512,192,0.717772498107516,0.4191596508026123,0.6175420880317688
tabarena_kddcup09_appetency,tabicl,tabpfn,512,192,0.5939773198956902,0.3056464195251465,0.7975651025772095
tabarena_maternal_health_risk,tabicl,tabpfn,512,192,0.49123560209076783,-0.052184853702783585,0.7637763023376465
tabarena_miami_housing,tabicl,tabpfn,512,192,0.5927940268606073,0.17537277936935425,0.74770188331604
tabarena_online_shoppers_intention,tabicl,tabpfn,512,192,0.8340136203679347,0.5593464374542236,0.5413395166397095
tabarena_physiochemical_protein,tabicl,tabpfn,512,192,0.5273867248604257,0.18237216770648956,0.730994701385498
tabarena_polish_companies_bankruptcy,tabicl,tabpfn,512,192,0.715355477884754,-0.48437830805778503,0.6650750637054443
tabarena_qsar-biodeg,tabicl,tabpfn,512,192,0.5525349874111044,-0.2030811458826065,0.7387030720710754
tabarena_seismic-bumps,tabicl,tabpfn,512,192,0.8903832741555802,0.5672468543052673,0.557534396648407
tabarena_splice,tabicl,tabpfn,512,192,0.5482785345287982,0.38257721066474915,0.7420289516448975
tabarena_students_dropout_and_academic_success,tabicl,tabpfn,512,192,0.5455121566333697,0.07421901077032089,0.6876620650291443
tabarena_superconductivity,tabicl,tabpfn,512,192,0.4928063958417263,0.1500302404165268,0.7964964509010315
tabarena_taiwanese_bankruptcy_prediction,tabicl,tabpfn,512,192,0.8037530636065828,0.26984459161758423,0.5086150765419006
tabarena_website_phishing,tabicl,tabpfn,512,192,0.7015404723500513,0.430009126663208,0.587554395198822
tabarena_wine_quality,tabicl,tabpfn,512,192,0.2401613804954441,0.07781356573104858,0.880070686340332
