dataset,model_a,model_b,dim_a,dim_b,cka_score,mean_cosine_sim,procrustes_distance
tabarena_QSAR_fish_toxicity,mitra,tabpfn,512,192,0.7179122068525033,-0.017665060237050056,0.6299635171890259
tabarena_SDSS17,mitra,tabpfn,512,192,0.8634368547821647,-0.08140319585800171,0.4109444320201874
tabarena_airfoil_self_noise,mitra,tabpfn,512,192,0.6580315800457233,0.3466747999191284,0.6913528442382812
tabarena_anneal,mitra,tabpfn,512,192,0.8665384119323603,0.2505769431591034,0.4626903831958771
tabarena_bank-marketing,mitra,tabpfn,512,192,0.8896715747318651,-0.37861302495002747,0.432050883769989
tabarena_blood-transfusion-service-center,mitra,tabpfn,512,192,0.9376903716663159,0.5105429291725159,0.37472787499427795
tabarena_churn,mitra,tabpfn,512,192,0.8203157170942974,0.44932690262794495,0.5224012136459351
tabarena_coil2000_insurance_policies,mitra,tabpfn,512,192,0.6413417706372957,0.08893772214651108,0.7446497082710266
tabarena_concrete_compressive_strength,mitra,tabpfn,512,192,0.6878712352330869,0.34543663263320923,0.7243121862411499
tabarena_credit-g,mitra,tabpfn,512,192,0.8539551341068667,0.3850891590118408,0.5245683193206787
tabarena_credit_card_clients_default,mitra,tabpfn,512,192,0.8558640914367188,0.42976418137550354,0.5167901515960693
tabarena_customer_satisfaction_in_airline,mitra,tabpfn,512,192,0.8065653797806032,0.2555285692214966,0.5675550699234009
tabarena_diabetes,mitra,tabpfn,512,192,0.9424194944706773,0.6544187068939209,0.40108391642570496
tabarena_diamonds,mitra,tabpfn,512,192,0.5471583083655508,0.28011101484298706,0.7613469958305359
tabarena_hazelnut-spread-contaminant-detection,mitra,tabpfn,512,192,0.9066893860934201,0.6284241080284119,0.49740123748779297
tabarena_healthcare_insurance_expenses,mitra,tabpfn,512,192,0.5684426833090701,0.16253551840782166,0.779201090335846
tabarena_heloc,mitra,tabpfn,512,192,0.9009854279745768,0.5668102502822876,0.4497512876987457
tabarena_hiva_agnostic,mitra,tabpfn,512,192,0.2769372813514165,0.05952746421098709,1.0091716051101685
tabarena_houses,mitra,tabpfn,512,192,0.8062821445743753,0.2002968192100525,0.6214881539344788
tabarena_in_vehicle_coupon_recommendation,mitra,tabpfn,512,192,0.776301084313785,0.3448968231678009,0.621778666973114
tabarena_jm1,mitra,tabpfn,512,192,0.8870196164791447,0.6860503554344177,0.43551409244537354
tabarena_kddcup09_appetency,mitra,tabpfn,512,192,0.6039051920471062,0.33393585681915283,0.7674418091773987
tabarena_maternal_health_risk,mitra,tabpfn,512,192,0.8295821659154492,0.5315824151039124,0.5358991622924805
tabarena_miami_housing,mitra,tabpfn,512,192,0.6889578216971117,0.1777457594871521,0.6646496057510376
tabarena_online_shoppers_intention,mitra,tabpfn,512,192,0.8482077595959027,0.5482300519943237,0.5138216614723206
tabarena_physiochemical_protein,mitra,tabpfn,512,192,0.6229472005972452,0.28239086270332336,0.745867133140564
tabarena_polish_companies_bankruptcy,mitra,tabpfn,512,192,0.6706128937652185,-0.3698164224624634,0.6753212809562683
tabarena_qsar-biodeg,mitra,tabpfn,512,192,0.9088596474497377,0.2583920955657959,0.46658778190612793
